timestamp,hour,day_of_week,is_weekend,is_business_hour,sin_time,cos_time,QPS,instances
2024-01-03 01:00:00,1,1,0,0,0.25881904510252074,0.9659258262890683,104.14568367575475,2
2024-01-03 02:00:00,2,1,0,0,0.49999999999999994,0.8660254037844387,108.43755412310044,2
2024-01-03 03:00:00,3,1,0,0,0.7071067811865475,0.7071067811865476,94.06041163284836,1
2024-01-03 04:00:00,4,1,0,0,0.8660254037844386,0.5000000000000001,83.97803870522816,1
2024-01-03 05:00:00,5,1,0,0,0.9659258262890683,0.25881904510252074,84.17435951662539,1
2024-01-03 06:00:00,6,1,0,0,1.0,6.123233995736766e-17,77.59890965202462,2
2024-01-03 07:00:00,7,1,0,0,0.9659258262890683,-0.25881904510252063,80.10278441163128,2
2024-01-03 08:00:00,8,1,0,0,0.8660254037844387,-0.49999999999999983,79.55040488647118,2
2024-01-03 09:00:00,9,1,0,1,0.7071067811865476,-0.7071067811865475,102.22045820792816,4
2024-01-03 10:00:00,10,1,0,1,0.49999999999999994,-0.8660254037844387,93.55375034225214,3
2024-01-03 11:00:00,11,1,0,1,0.258819045102521,-0.9659258262890682,96.78892315051476,3
2024-01-03 12:00:00,12,1,0,1,1.2246467991473532e-16,-1.0,119.98538284455078,4
2024-01-03 13:00:00,13,1,0,1,-0.2588190451025208,-0.9659258262890683,109.13157810339433,4
2024-01-03 14:00:00,14,1,0,1,-0.4999999999999998,-0.8660254037844388,121.99823160453896,4
2024-01-03 15:00:00,15,1,0,1,-0.7071067811865471,-0.7071067811865479,128.4246087497926,5
2024-01-03 16:00:00,16,1,0,1,-0.8660254037844384,-0.5000000000000004,140.7509755969461,4
2024-01-03 17:00:00,17,1,0,1,-0.9659258262890683,-0.25881904510252063,125.93259809815753,4
2024-01-03 18:00:00,18,1,0,0,-1.0,-1.8369701987210297e-16,148.7101412235573,3
2024-01-03 19:00:00,19,1,0,0,-0.9659258262890684,0.2588190451025203,140.63557473048957,3
2024-01-03 20:00:00,20,1,0,0,-0.8660254037844386,0.5000000000000001,126.36953546831515,3
2024-01-03 21:00:00,21,1,0,0,-0.7071067811865477,0.7071067811865474,138.62518771755452,3
2024-01-03 22:00:00,22,1,0,0,-0.5000000000000004,0.8660254037844384,129.5180839420398,3
2024-01-03 23:00:00,23,1,0,0,-0.25881904510252157,0.9659258262890681,132.94536151966298,3
2024-01-04 00:00:00,0,2,0,0,0.0,1.0,114.44821337027562,3
2024-01-04 01:00:00,1,2,0,0,0.25881904510252074,0.9659258262890683,91.32522863534506,1
2024-01-04 02:00:00,2,2,0,0,0.49999999999999994,0.8660254037844387,106.48682673007555,2
2024-01-04 03:00:00,3,2,0,0,0.7071067811865475,0.7071067811865476,90.38951915216964,1
2024-01-04 04:00:00,4,2,0,0,0.8660254037844386,0.5000000000000001,93.24815399797966,1
2024-01-04 05:00:00,5,2,0,0,0.9659258262890683,0.25881904510252074,78.37259630047109,1
2024-01-04 06:00:00,6,2,0,0,1.0,6.123233995736766e-17,65.83974068298556,2
2024-01-04 07:00:00,7,2,0,0,0.9659258262890683,-0.25881904510252063,62.76113804368583,2
2024-01-04 08:00:00,8,2,0,0,0.8660254037844387,-0.49999999999999983,87.32993929101936,2
2024-01-04 09:00:00,9,2,0,1,0.7071067811865476,-0.7071067811865475,97.07079620936523,4
2024-01-04 10:00:00,10,2,0,1,0.49999999999999994,-0.8660254037844387,105.23485521663737,4
2024-01-04 11:00:00,11,2,0,1,0.258819045102521,-0.9659258262890682,94.50384398289897,3
2024-01-04 12:00:00,12,2,0,1,1.2246467991473532e-16,-1.0,93.95700674394502,3
2024-01-04 13:00:00,13,2,0,1,-0.2588190451025208,-0.9659258262890683,120.25778468097681,4
2024-01-04 14:00:00,14,2,0,1,-0.4999999999999998,-0.8660254037844388,131.17936552568906,4
2024-01-04 15:00:00,15,2,0,1,-0.7071067811865471,-0.7071067811865479,144.0258217485314,3
2024-01-04 16:00:00,16,2,0,1,-0.8660254037844384,-0.5000000000000004,150.89956969488742,4
2024-01-04 17:00:00,17,2,0,1,-0.9659258262890683,-0.25881904510252063,157.08655694872843,4
2024-01-04 18:00:00,18,2,0,0,-1.0,-1.8369701987210297e-16,147.26932333275275,4
2024-01-04 19:00:00,19,2,0,0,-0.9659258262890684,0.2588190451025203,129.44334516566306,3
2024-01-04 20:00:00,20,2,0,0,-0.8660254037844386,0.5000000000000001,130.52405890410213,3
2024-01-04 21:00:00,21,2,0,0,-0.7071067811865477,0.7071067811865474,133.03183693116887,3
2024-01-04 22:00:00,22,2,0,0,-0.5000000000000004,0.8660254037844384,119.52374297097612,4
2024-01-04 23:00:00,23,2,0,0,-0.25881904510252157,0.9659258262890681,127.48390437088992,3
2024-01-05 00:00:00,0,3,0,0,0.0,1.0,85.20925997739702,2
2024-01-05 01:00:00,1,3,0,0,0.25881904510252074,0.9659258262890683,98.40484702947964,1
2024-01-05 02:00:00,2,3,0,0,0.49999999999999994,0.8660254037844387,84.37192917351068,1
2024-01-05 03:00:00,3,3,0,0,0.7071067811865475,0.7071067811865476,87.87320306113475,1
2024-01-05 04:00:00,4,3,0,0,0.8660254037844386,0.5000000000000001,65.5198923512597,1
2024-01-05 05:00:00,5,3,0,0,0.9659258262890683,0.25881904510252074,78.07092458960926,1
2024-01-05 06:00:00,6,3,0,0,1.0,6.123233995736766e-17,79.08640018639267,2
2024-01-05 07:00:00,7,3,0,0,0.9659258262890683,-0.25881904510252063,87.25372068804235,2
2024-01-05 08:00:00,8,3,0,0,0.8660254037844387,-0.49999999999999983,75.56407820970513,2
2024-01-05 09:00:00,9,3,0,1,0.7071067811865476,-0.7071067811865475,89.99741295417147,3
2024-01-05 10:00:00,10,3,0,1,0.49999999999999994,-0.8660254037844387,101.73630429233292,4
2024-01-05 11:00:00,11,3,0,1,0.258819045102521,-0.9659258262890682,107.22684939333999,4
2024-01-05 12:00:00,12,3,0,1,1.2246467991473532e-16,-1.0,106.55588974191116,4
2024-01-05 13:00:00,13,3,0,1,-0.2588190451025208,-0.9659258262890683,102.88926436070936,4
2024-01-05 14:00:00,14,3,0,1,-0.4999999999999998,-0.8660254037844388,121.81510701559796,3
2024-01-05 15:00:00,15,3,0,1,-0.7071067811865471,-0.7071067811865479,131.70070132890086,4
2024-01-05 16:00:00,16,3,0,1,-0.8660254037844384,-0.5000000000000004,142.3412895225308,4
2024-01-05 17:00:00,17,3,0,1,-0.9659258262890683,-0.25881904510252063,121.77570997370721,4
2024-01-05 18:00:00,18,3,0,0,-1.0,-1.8369701987210297e-16,157.99106264821899,3
2024-01-05 19:00:00,19,3,0,0,-0.9659258262890684,0.2588190451025203,128.0377573049596,3
2024-01-05 20:00:00,20,3,0,0,-0.8660254037844386,0.5000000000000001,127.50775795918206,3
2024-01-05 21:00:00,21,3,0,0,-0.7071067811865477,0.7071067811865474,134.2555884820828,3
2024-01-05 22:00:00,22,3,0,0,-0.5000000000000004,0.8660254037844384,117.69804353350887,3
2024-01-05 23:00:00,23,3,0,0,-0.25881904510252157,0.9659258262890681,133.44776893371548,3
2024-01-06 00:00:00,0,4,0,0,0.0,1.0,107.16051968755845,3
2024-01-06 01:00:00,1,4,0,0,0.25881904510252074,0.9659258262890683,100.29863100448465,2
2024-01-06 02:00:00,2,4,0,0,0.49999999999999994,0.8660254037844387,97.853276704259,1
2024-01-06 03:00:00,3,4,0,0,0.7071067811865475,0.7071067811865476,102.80138506298859,3
2024-01-06 04:00:00,4,4,0,0,0.8660254037844386,0.5000000000000001,97.96409084965963,1
2024-01-06 05:00:00,5,4,0,0,0.9659258262890683,0.25881904510252074,72.43501343394846,1
2024-01-06 06:00:00,6,4,0,0,1.0,6.123233995736766e-17,91.37380419584481,3
2024-01-06 07:00:00,7,4,0,0,0.9659258262890683,-0.25881904510252063,71.86064197789948,2
2024-01-06 08:00:00,8,4,0,0,0.8660254037844387,-0.49999999999999983,96.87642732646675,2
2024-01-06 09:00:00,9,4,0,1,0.7071067811865476,-0.7071067811865475,90.09447137634099,3
2024-01-06 10:00:00,10,4,0,1,0.49999999999999994,-0.8660254037844387,104.75593865401612,4
2024-01-06 11:00:00,11,4,0,1,0.258819045102521,-0.9659258262890682,120.55407875960074,4
2024-01-06 12:00:00,12,4,0,1,1.2246467991473532e-16,-1.0,109.72423430674172,4
2024-01-06 13:00:00,13,4,0,1,-0.2588190451025208,-0.9659258262890683,123.30519669706867,4
2024-01-06 14:00:00,14,4,0,1,-0.4999999999999998,-0.8660254037844388,121.90129357232107,4
2024-01-06 15:00:00,15,4,0,1,-0.7071067811865471,-0.7071067811865479,113.30103712065555,3
2024-01-06 16:00:00,16,4,0,1,-0.8660254037844384,-0.5000000000000004,150.38591379011336,4
2024-01-06 17:00:00,17,4,0,1,-0.9659258262890683,-0.25881904510252063,132.19991137180918,4
2024-01-06 18:00:00,18,4,0,0,-1.0,-1.8369701987210297e-16,162.42414160471546,3
2024-01-06 19:00:00,19,4,0,0,-0.9659258262890684,0.2588190451025203,147.5829574988551,3
2024-01-06 20:00:00,20,4,0,0,-0.8660254037844386,0.5000000000000001,125.24441516686875,2
2024-01-06 21:00:00,21,4,0,0,-0.7071067811865477,0.7071067811865474,118.38354632922479,3
2024-01-06 22:00:00,22,4,0,0,-0.5000000000000004,0.8660254037844384,129.23768664677186,3
2024-01-06 23:00:00,23,4,0,0,-0.25881904510252157,0.9659258262890681,113.21638704052967,3
2024-01-07 00:00:00,0,5,1,0,0.0,1.0,109.04772579876472,3
2024-01-07 01:00:00,1,5,1,0,0.25881904510252074,0.9659258262890683,64.27596076848803,1
2024-01-07 02:00:00,2,5,1,0,0.49999999999999994,0.8660254037844387,81.16177706985309,1
2024-01-07 03:00:00,3,5,1,0,0.7071067811865475,0.7071067811865476,63.746210641883614,1
2024-01-07 04:00:00,4,5,1,0,0.8660254037844386,0.5000000000000001,87.14256563714918,1
2024-01-07 05:00:00,5,5,1,0,0.9659258262890683,0.25881904510252074,66.85902764853012,1
2024-01-07 06:00:00,6,5,1,0,1.0,6.123233995736766e-17,58.79178861965111,2
2024-01-07 07:00:00,7,5,1,0,0.9659258262890683,-0.25881904510252063,65.21504384919815,2
2024-01-07 08:00:00,8,5,1,0,0.8660254037844387,-0.49999999999999983,74.18321478009777,2
2024-01-07 09:00:00,9,5,1,0,0.7071067811865476,-0.7071067811865475,64.1636198491093,1
2024-01-07 10:00:00,10,5,1,0,0.49999999999999994,-0.8660254037844387,92.98550959002972,2
2024-01-07 11:00:00,11,5,1,0,0.258819045102521,-0.9659258262890682,73.24703294980915,2
2024-01-07 12:00:00,12,5,1,0,1.2246467991473532e-16,-1.0,97.52172203247963,2
2024-01-07 13:00:00,13,5,1,0,-0.2588190451025208,-0.9659258262890683,113.16832095024357,2
2024-01-07 14:00:00,14,5,1,0,-0.4999999999999998,-0.8660254037844388,100.23819741618014,3
2024-01-07 15:00:00,15,5,1,0,-0.7071067811865471,-0.7071067811865479,111.69834195908669,3
2024-01-07 16:00:00,16,5,1,0,-0.8660254037844384,-0.5000000000000004,122.84703511410628,3
2024-01-07 17:00:00,17,5,1,0,-0.9659258262890683,-0.25881904510252063,121.91841411557725,4
2024-01-07 18:00:00,18,5,1,0,-1.0,-1.8369701987210297e-16,117.22172709801504,3
2024-01-07 19:00:00,19,5,1,0,-0.9659258262890684,0.2588190451025203,127.39188518633574,3
2024-01-07 20:00:00,20,5,1,0,-0.8660254037844386,0.5000000000000001,112.14484220575777,3
2024-01-07 21:00:00,21,5,1,0,-0.7071067811865477,0.7071067811865474,125.43980843458615,3
2024-01-07 22:00:00,22,5,1,0,-0.5000000000000004,0.8660254037844384,125.32281734962677,3
2024-01-07 23:00:00,23,5,1,0,-0.25881904510252157,0.9659258262890681,119.44533945833282,3
2024-01-08 00:00:00,0,6,1,0,0.0,1.0,111.77206545262527,3
2024-01-08 01:00:00,1,6,1,0,0.25881904510252074,0.9659258262890683,93.25072399502993,1
2024-01-08 02:00:00,2,6,1,0,0.49999999999999994,0.8660254037844387,85.0914443480104,1
2024-01-08 03:00:00,3,6,1,0,0.7071067811865475,0.7071067811865476,82.51744723198765,1
2024-01-08 04:00:00,4,6,1,0,0.8660254037844386,0.5000000000000001,71.3241850237448,2
2024-01-08 05:00:00,5,6,1,0,0.9659258262890683,0.25881904510252074,81.75336219164484,1
2024-01-08 06:00:00,6,6,1,0,1.0,6.123233995736766e-17,69.93061389687814,2
2024-01-08 07:00:00,7,6,1,0,0.9659258262890683,-0.25881904510252063,64.99270766791989,2
2024-01-08 08:00:00,8,6,1,0,0.8660254037844387,-0.49999999999999983,73.61758237321865,2
2024-01-08 09:00:00,9,6,1,0,0.7071067811865476,-0.7071067811865475,74.88764473892859,2
2024-01-08 10:00:00,10,6,1,0,0.49999999999999994,-0.8660254037844387,72.58431665109892,2
2024-01-08 11:00:00,11,6,1,0,0.258819045102521,-0.9659258262890682,71.31690429304034,2
2024-01-08 12:00:00,12,6,1,0,1.2246467991473532e-16,-1.0,98.63211269067695,2
2024-01-08 13:00:00,13,6,1,0,-0.2588190451025208,-0.9659258262890683,114.87989909198897,3
2024-01-08 14:00:00,14,6,1,0,-0.4999999999999998,-0.8660254037844388,114.53026436187932,3
2024-01-08 15:00:00,15,6,1,0,-0.7071067811865471,-0.7071067811865479,117.01115853051394,3
2024-01-08 16:00:00,16,6,1,0,-0.8660254037844384,-0.5000000000000004,138.63227317273981,3
2024-01-08 17:00:00,17,6,1,0,-0.9659258262890683,-0.25881904510252063,129.42806673160402,3
2024-01-08 18:00:00,18,6,1,0,-1.0,-1.8369701987210297e-16,113.27718556608633,3
2024-01-08 19:00:00,19,6,1,0,-0.9659258262890684,0.2588190451025203,127.67350527003335,3
2024-01-08 20:00:00,20,6,1,0,-0.8660254037844386,0.5000000000000001,122.0435833713199,3
2024-01-08 21:00:00,21,6,1,0,-0.7071067811865477,0.7071067811865474,121.26052899502247,3
2024-01-08 22:00:00,22,6,1,0,-0.5000000000000004,0.8660254037844384,112.26531203294248,3
2024-01-08 23:00:00,23,6,1,0,-0.25881904510252157,0.9659258262890681,93.77600139476601,2
2024-01-09 00:00:00,0,0,0,0,0.0,1.0,95.5975526822848,2
2024-01-09 01:00:00,1,0,0,0,0.25881904510252074,0.9659258262890683,103.30201907903334,2
2024-01-09 02:00:00,2,0,0,0,0.49999999999999994,0.8660254037844387,97.96486695517414,1
2024-01-09 03:00:00,3,0,0,0,0.7071067811865475,0.7071067811865476,82.71422569244085,1
2024-01-09 04:00:00,4,0,0,0,0.8660254037844386,0.5000000000000001,69.59878863265169,1
2024-01-09 05:00:00,5,0,0,0,0.9659258262890683,0.25881904510252074,71.69791089100467,2
2024-01-09 06:00:00,6,0,0,0,1.0,6.123233995736766e-17,68.99402710734829,2
2024-01-09 07:00:00,7,0,0,0,0.9659258262890683,-0.25881904510252063,76.80951853912136,2
2024-01-09 08:00:00,8,0,0,0,0.8660254037844387,-0.49999999999999983,83.1454409042057,2
2024-01-09 09:00:00,9,0,0,1,0.7071067811865476,-0.7071067811865475,95.98398249124926,3
2024-01-09 10:00:00,10,0,0,1,0.49999999999999994,-0.8660254037844387,92.69116937846084,3
2024-01-09 11:00:00,11,0,0,1,0.258819045102521,-0.9659258262890682,83.4147169702092,3
2024-01-09 12:00:00,12,0,0,1,1.2246467991473532e-16,-1.0,105.65450401594876,3
2024-01-09 13:00:00,13,0,0,1,-0.2588190451025208,-0.9659258262890683,94.69122373465655,3
2024-01-09 14:00:00,14,0,0,1,-0.4999999999999998,-0.8660254037844388,125.57814192901468,4
2024-01-09 15:00:00,15,0,0,1,-0.7071067811865471,-0.7071067811865479,149.5895507298716,4
2024-01-09 16:00:00,16,0,0,1,-0.8660254037844384,-0.5000000000000004,131.68602319992874,4
2024-01-09 17:00:00,17,0,0,1,-0.9659258262890683,-0.25881904510252063,140.41065897581663,5
2024-01-09 18:00:00,18,0,0,0,-1.0,-1.8369701987210297e-16,141.48159736229715,3
2024-01-09 19:00:00,19,0,0,0,-0.9659258262890684,0.2588190451025203,140.56583445842065,3
2024-01-09 20:00:00,20,0,0,0,-0.8660254037844386,0.5000000000000001,145.7412139762952,2
2024-01-09 21:00:00,21,0,0,0,-0.7071067811865477,0.7071067811865474,125.82003486745236,3
2024-01-09 22:00:00,22,0,0,0,-0.5000000000000004,0.8660254037844384,131.62077724401422,3
2024-01-09 23:00:00,23,0,0,0,-0.25881904510252157,0.9659258262890681,135.8463296610066,3
2024-01-10 00:00:00,0,1,0,0,0.0,1.0,101.52983869814759,4
2024-01-10 01:00:00,1,1,0,0,0.25881904510252074,0.9659258262890683,111.06941942774452,2
2024-01-10 02:00:00,2,1,0,0,0.49999999999999994,0.8660254037844387,92.08287854392934,1
2024-01-10 03:00:00,3,1,0,0,0.7071067811865475,0.7071067811865476,91.34444463919777,1
2024-01-10 04:00:00,4,1,0,0,0.8660254037844386,0.5000000000000001,70.17394292650835,2
2024-01-10 05:00:00,5,1,0,0,0.9659258262890683,0.25881904510252074,78.19117849364021,1
2024-01-10 06:00:00,6,1,0,0,1.0,6.123233995736766e-17,83.122697687043,2
2024-01-10 07:00:00,7,1,0,0,0.9659258262890683,-0.25881904510252063,87.16135632903256,2
2024-01-10 08:00:00,8,1,0,0,0.8660254037844387,-0.49999999999999983,96.25474921382347,2
2024-01-10 09:00:00,9,1,0,1,0.7071067811865476,-0.7071067811865475,79.89572161447083,3
2024-01-10 10:00:00,10,1,0,1,0.49999999999999994,-0.8660254037844387,84.15227893698601,4
2024-01-10 11:00:00,11,1,0,1,0.258819045102521,-0.9659258262890682,109.81278005057442,4
2024-01-10 12:00:00,12,1,0,1,1.2246467991473532e-16,-1.0,105.78187688418504,4
2024-01-10 13:00:00,13,1,0,1,-0.2588190451025208,-0.9659258262890683,116.48126726992086,4
2024-01-10 14:00:00,14,1,0,1,-0.4999999999999998,-0.8660254037844388,127.24142312745535,4
2024-01-10 15:00:00,15,1,0,1,-0.7071067811865471,-0.7071067811865479,129.27403309916895,4
2024-01-10 16:00:00,16,1,0,1,-0.8660254037844384,-0.5000000000000004,150.80602970084368,4
2024-01-10 17:00:00,17,1,0,1,-0.9659258262890683,-0.25881904510252063,144.13002377070003,4
2024-01-10 18:00:00,18,1,0,0,-1.0,-1.8369701987210297e-16,138.67800804906196,2
2024-01-10 19:00:00,19,1,0,0,-0.9659258262890684,0.2588190451025203,124.42466973481575,4
2024-01-10 20:00:00,20,1,0,0,-0.8660254037844386,0.5000000000000001,136.27321962457137,3
2024-01-10 21:00:00,21,1,0,0,-0.7071067811865477,0.7071067811865474,125.9434477471072,3
2024-01-10 22:00:00,22,1,0,0,-0.5000000000000004,0.8660254037844384,125.1321525962085,3
2024-01-10 23:00:00,23,1,0,0,-0.25881904510252157,0.9659258262890681,116.96519069283056,2
2024-01-11 00:00:00,0,2,0,0,0.0,1.0,110.56280238151099,3
2024-01-11 01:00:00,1,2,0,0,0.25881904510252074,0.9659258262890683,105.42948674222232,2
2024-01-11 02:00:00,2,2,0,0,0.49999999999999994,0.8660254037844387,97.22518910829153,1
2024-01-11 03:00:00,3,2,0,0,0.7071067811865475,0.7071067811865476,84.9605710546035,1
2024-01-11 04:00:00,4,2,0,0,0.8660254037844386,0.5000000000000001,84.91620810021305,1
2024-01-11 05:00:00,5,2,0,0,0.9659258262890683,0.25881904510252074,100.30988389828528,2
2024-01-11 06:00:00,6,2,0,0,1.0,6.123233995736766e-17,76.57060211881392,2
2024-01-11 07:00:00,7,2,0,0,0.9659258262890683,-0.25881904510252063,86.27214844522035,3
2024-01-11 08:00:00,8,2,0,0,0.8660254037844387,-0.49999999999999983,81.26211250393413,2
2024-01-11 09:00:00,9,2,0,1,0.7071067811865476,-0.7071067811865475,70.69527259277947,3
2024-01-11 10:00:00,10,2,0,1,0.49999999999999994,-0.8660254037844387,96.06968191520076,3
2024-01-11 11:00:00,11,2,0,1,0.258819045102521,-0.9659258262890682,93.96126661695972,3
2024-01-11 12:00:00,12,2,0,1,1.2246467991473532e-16,-1.0,103.30713965756902,4
2024-01-11 13:00:00,13,2,0,1,-0.2588190451025208,-0.9659258262890683,125.49400380081299,4
2024-01-11 14:00:00,14,2,0,1,-0.4999999999999998,-0.8660254037844388,120.86574583160483,4
2024-01-11 15:00:00,15,2,0,1,-0.7071067811865471,-0.7071067811865479,136.29501527636666,4
2024-01-11 16:00:00,16,2,0,1,-0.8660254037844384,-0.5000000000000004,130.8061700900452,3
2024-01-11 17:00:00,17,2,0,1,-0.9659258262890683,-0.25881904510252063,161.0376326097034,4
2024-01-11 18:00:00,18,2,0,0,-1.0,-1.8369701987210297e-16,147.03565103297368,3
2024-01-11 19:00:00,19,2,0,0,-0.9659258262890684,0.2588190451025203,128.93108833291905,3
2024-01-11 20:00:00,20,2,0,0,-0.8660254037844386,0.5000000000000001,150.8276995408518,3
2024-01-11 21:00:00,21,2,0,0,-0.7071067811865477,0.7071067811865474,120.47022646047054,3
2024-01-11 22:00:00,22,2,0,0,-0.5000000000000004,0.8660254037844384,123.50717663889563,4
2024-01-11 23:00:00,23,2,0,0,-0.25881904510252157,0.9659258262890681,124.5695243052709,3
2024-01-12 00:00:00,0,3,0,0,0.0,1.0,105.83543144467538,2
2024-01-12 01:00:00,1,3,0,0,0.25881904510252074,0.9659258262890683,116.54288114559301,3
2024-01-12 02:00:00,2,3,0,0,0.49999999999999994,0.8660254037844387,106.81942707488749,2
2024-01-12 03:00:00,3,3,0,0,0.7071067811865475,0.7071067811865476,101.40396699658463,2
2024-01-12 04:00:00,4,3,0,0,0.8660254037844386,0.5000000000000001,100.38144689102178,3
2024-01-12 05:00:00,5,3,0,0,0.9659258262890683,0.25881904510252074,73.08908306508114,2
2024-01-12 06:00:00,6,3,0,0,1.0,6.123233995736766e-17,78.01655300896188,1
2024-01-12 07:00:00,7,3,0,0,0.9659258262890683,-0.25881904510252063,89.01617594923938,3
2024-01-12 08:00:00,8,3,0,0,0.8660254037844387,-0.49999999999999983,85.0893531027638,3
2024-01-12 09:00:00,9,3,0,1,0.7071067811865476,-0.7071067811865475,90.46780595897684,4
2024-01-12 10:00:00,10,3,0,1,0.49999999999999994,-0.8660254037844387,108.08984329025334,4
2024-01-12 11:00:00,11,3,0,1,0.258819045102521,-0.9659258262890682,89.77176678189763,3
2024-01-12 12:00:00,12,3,0,1,1.2246467991473532e-16,-1.0,114.47920831191675,5
2024-01-12 13:00:00,13,3,0,1,-0.2588190451025208,-0.9659258262890683,119.79011178625778,3
2024-01-12 14:00:00,14,3,0,1,-0.4999999999999998,-0.8660254037844388,115.69999572815524,5
2024-01-12 15:00:00,15,3,0,1,-0.7071067811865471,-0.7071067811865479,119.0457115821219,4
2024-01-12 16:00:00,16,3,0,1,-0.8660254037844384,-0.5000000000000004,134.29521657950892,4
2024-01-12 17:00:00,17,3,0,1,-0.9659258262890683,-0.25881904510252063,133.56185318637438,4
